gene,chr,start,end,strand,attributes
534M_010.893,chr1,270114,270774,-,"{'ID': '534M_010.893', 'Name': '534M_010.893'}"
534M_010.892,chr1,302232,302519,-,"{'ID': '534M_010.892', 'Name': '534M_010.892'}"
534M_010.891,chr1,316978,320142,+,"{'ID': '534M_010.891', 'Name': '534M_010.891'}"
534M_010.890,chr1,320772,322249,-,"{'ID': '534M_010.890', 'Name': '534M_010.890'}"
534M_010.889,chr1,323457,326730,-,"{'ID': '534M_010.889', 'Name': '534M_010.889'}"
534M_010.888,chr1,334944,337144,+,"{'ID': '534M_010.888', 'Name': '534M_010.888'}"
534M_010.887,chr1,337952,338988,-,"{'ID': '534M_010.887', 'Name': '534M_010.887'}"
534M_010.886,chr1,342967,344071,-,"{'ID': '534M_010.886', 'Name': '534M_010.886'}"
534M_010.885,chr1,347360,348010,-,"{'ID': '534M_010.885', 'Name': '534M_010.885'}"
534M_010.884,chr1,348495,349337,-,"{'ID': '534M_010.884', 'Name': '534M_010.884'}"
534M_010.883,chr1,351538,386388,+,"{'ID': '534M_010.883', 'Name': '534M_010.883'}"
534M_010.882,chr1,387620,389861,+,"{'ID': '534M_010.882', 'Name': '534M_010.882'}"
534M_010.881,chr1,390687,396164,-,"{'ID': '534M_010.881', 'Name': '534M_010.881'}"
534M_010.880,chr1,399077,402164,-,"{'ID': '534M_010.880', 'Name': '534M_010.880'}"
534M_010.879,chr1,405590,406165,+,"{'ID': '534M_010.879', 'Name': '534M_010.879'}"
534M_010.878,chr1,407933,411564,-,"{'ID': '534M_010.878', 'Name': '534M_010.878'}"
534M_010.877,chr1,420914,421282,+,"{'ID': '534M_010.877', 'Name': '534M_010.877'}"
534M_010.876,chr1,423762,424898,+,"{'ID': '534M_010.876', 'Name': '534M_010.876'}"
534M_010.875,chr1,426893,427885,+,"{'ID': '534M_010.875', 'Name': '534M_010.875'}"
534M_010.874,chr1,430178,433061,+,"{'ID': '534M_010.874', 'Name': '534M_010.874'}"
534M_010.873,chr1,434237,437966,-,"{'ID': '534M_010.873', 'Name': '534M_010.873'}"
534M_010.872,chr1,440177,448527,+,"{'ID': '534M_010.872', 'Name': '534M_010.872'}"
534M_010.871,chr1,453184,464322,+,"{'ID': '534M_010.871', 'Name': '534M_010.871'}"
534M_010.870,chr1,471421,473395,+,"{'ID': '534M_010.870', 'Name': '534M_010.870'}"
534M_010.869,chr1,480242,480481,+,"{'ID': '534M_010.869', 'Name': '534M_010.869'}"
534M_010.868,chr1,485388,487556,+,"{'ID': '534M_010.868', 'Name': '534M_010.868'}"
534M_010.867,chr1,488693,492910,+,"{'ID': '534M_010.867', 'Name': '534M_010.867'}"
534M_010.866,chr1,505343,512637,+,"{'ID': '534M_010.866', 'Name': '534M_010.866'}"
534M_010.865,chr1,516214,516939,+,"{'ID': '534M_010.865', 'Name': '534M_010.865'}"
534M_010.864,chr1,517673,518383,+,"{'ID': '534M_010.864', 'Name': '534M_010.864'}"
534M_010.863,chr1,519668,520330,+,"{'ID': '534M_010.863', 'Name': '534M_010.863'}"
534M_010.862,chr1,521406,533591,-,"{'ID': '534M_010.862', 'Name': '534M_010.862'}"
534M_010.861,chr1,536151,536792,-,"{'ID': '534M_010.861', 'Name': '534M_010.861'}"
534M_010.860,chr1,540646,540999,+,"{'ID': '534M_010.860', 'Name': '534M_010.860'}"
534M_010.859,chr1,544664,549906,+,"{'ID': '534M_010.859', 'Name': '534M_010.859'}"
534M_010.858,chr1,550382,551281,-,"{'ID': '534M_010.858', 'Name': '534M_010.858'}"
534M_010.857,chr1,555900,558979,+,"{'ID': '534M_010.857', 'Name': '534M_010.857'}"
534M_010.856,chr1,560974,562858,-,"{'ID': '534M_010.856', 'Name': '534M_010.856'}"
534M_010.855,chr1,563159,563989,+,"{'ID': '534M_010.855', 'Name': '534M_010.855'}"
534M_010.854,chr1,568950,578591,-,"{'ID': '534M_010.854', 'Name': '534M_010.854'}"
534M_010.853,chr1,583374,585846,-,"{'ID': '534M_010.853', 'Name': '534M_010.853'}"
534M_010.852,chr1,585943,586167,+,"{'ID': '534M_010.852', 'Name': '534M_010.852'}"
534M_010.851,chr1,591157,591726,+,"{'ID': '534M_010.851', 'Name': '534M_010.851'}"
534M_010.850,chr1,591959,592982,-,"{'ID': '534M_010.850', 'Name': '534M_010.850'}"
534M_010.849,chr1,594516,598792,+,"{'ID': '534M_010.849', 'Name': '534M_010.849'}"
534M_010.848,chr1,601305,602693,+,"{'ID': '534M_010.848', 'Name': '534M_010.848'}"
534M_010.847,chr1,603815,606546,+,"{'ID': '534M_010.847', 'Name': '534M_010.847'}"
534M_010.846,chr1,609326,610758,-,"{'ID': '534M_010.846', 'Name': '534M_010.846'}"
534M_010.845,chr1,621455,624607,+,"{'ID': '534M_010.845', 'Name': '534M_010.845'}"
534M_010.844,chr1,625963,626403,+,"{'ID': '534M_010.844', 'Name': '534M_010.844'}"
534M_010.843,chr1,638395,638931,-,"{'ID': '534M_010.843', 'Name': '534M_010.843'}"
534M_010.842,chr1,641629,641964,+,"{'ID': '534M_010.842', 'Name': '534M_010.842'}"
534M_010.841,chr1,643693,644214,+,"{'ID': '534M_010.841', 'Name': '534M_010.841'}"
534M_010.840,chr1,649827,650306,+,"{'ID': '534M_010.840', 'Name': '534M_010.840'}"
534M_010.839,chr1,655440,656561,-,"{'ID': '534M_010.839', 'Name': '534M_010.839'}"
534M_010.838,chr1,658298,661432,-,"{'ID': '534M_010.838', 'Name': '534M_010.838'}"
534M_010.837,chr1,663386,664096,-,"{'ID': '534M_010.837', 'Name': '534M_010.837'}"
534M_010.836,chr1,665936,669161,-,"{'ID': '534M_010.836', 'Name': '534M_010.836'}"
534M_010.835,chr1,686055,686531,-,"{'ID': '534M_010.835', 'Name': '534M_010.835'}"
534M_010.834,chr1,690092,690334,+,"{'ID': '534M_010.834', 'Name': '534M_010.834'}"
534M_010.833,chr1,692093,692447,+,"{'ID': '534M_010.833', 'Name': '534M_010.833'}"
534M_010.832,chr1,699619,703567,+,"{'ID': '534M_010.832', 'Name': '534M_010.832'}"
534M_010.831,chr1,722089,727165,-,"{'ID': '534M_010.831', 'Name': '534M_010.831'}"
534M_010.830,chr1,727521,727911,-,"{'ID': '534M_010.830', 'Name': '534M_010.830'}"
534M_010.829,chr1,730049,737758,+,"{'ID': '534M_010.829', 'Name': '534M_010.829'}"
534M_010.828,chr1,744286,746671,-,"{'ID': '534M_010.828', 'Name': '534M_010.828'}"
534M_010.827,chr1,747174,749835,+,"{'ID': '534M_010.827', 'Name': '534M_010.827'}"
534M_010.826,chr1,753200,755149,+,"{'ID': '534M_010.826', 'Name': '534M_010.826'}"
534M_010.825,chr1,762638,764569,-,"{'ID': '534M_010.825', 'Name': '534M_010.825'}"
534M_010.824,chr1,765245,767863,+,"{'ID': '534M_010.824', 'Name': '534M_010.824'}"
534M_010.823,chr1,768487,768861,+,"{'ID': '534M_010.823', 'Name': '534M_010.823'}"
534M_010.822,chr1,769727,771697,+,"{'ID': '534M_010.822', 'Name': '534M_010.822'}"
534M_010.821,chr1,773658,775946,-,"{'ID': '534M_010.821', 'Name': '534M_010.821'}"
534M_010.820,chr1,776378,779613,+,"{'ID': '534M_010.820', 'Name': '534M_010.820'}"
534M_010.819,chr1,782338,788031,-,"{'ID': '534M_010.819', 'Name': '534M_010.819'}"
534M_010.818,chr1,788987,792436,+,"{'ID': '534M_010.818', 'Name': '534M_010.818'}"
534M_010.817,chr1,794471,796784,-,"{'ID': '534M_010.817', 'Name': '534M_010.817'}"
534M_010.816,chr1,798730,799368,+,"{'ID': '534M_010.816', 'Name': '534M_010.816'}"
534M_010.815,chr1,799486,800439,-,"{'ID': '534M_010.815', 'Name': '534M_010.815'}"
534M_010.814,chr1,812581,813354,-,"{'ID': '534M_010.814', 'Name': '534M_010.814'}"
534M_010.813,chr1,815697,818236,-,"{'ID': '534M_010.813', 'Name': '534M_010.813'}"
534M_010.812,chr1,819118,821496,+,"{'ID': '534M_010.812', 'Name': '534M_010.812'}"
534M_010.811,chr1,823906,826302,-,"{'ID': '534M_010.811', 'Name': '534M_010.811'}"
534M_010.810,chr1,828505,831487,+,"{'ID': '534M_010.810', 'Name': '534M_010.810'}"
534M_010.809,chr1,833435,835681,-,"{'ID': '534M_010.809', 'Name': '534M_010.809'}"
534M_010.808,chr1,837020,839473,+,"{'ID': '534M_010.808', 'Name': '534M_010.808'}"
534M_010.807,chr1,841500,842414,+,"{'ID': '534M_010.807', 'Name': '534M_010.807'}"
534M_010.806,chr1,843978,844286,-,"{'ID': '534M_010.806', 'Name': '534M_010.806'}"
534M_010.805,chr1,861123,863977,+,"{'ID': '534M_010.805', 'Name': '534M_010.805'}"
534M_010.804,chr1,878079,878980,-,"{'ID': '534M_010.804', 'Name': '534M_010.804'}"
534M_010.803,chr1,879866,884481,+,"{'ID': '534M_010.803', 'Name': '534M_010.803'}"
534M_010.802,chr1,886749,889068,-,"{'ID': '534M_010.802', 'Name': '534M_010.802'}"
534M_010.801,chr1,891939,893069,-,"{'ID': '534M_010.801', 'Name': '534M_010.801'}"
534M_010.800,chr1,899053,899826,-,"{'ID': '534M_010.800', 'Name': '534M_010.800'}"
534M_010.799,chr1,902168,903163,-,"{'ID': '534M_010.799', 'Name': '534M_010.799'}"
534M_010.798,chr1,910745,911750,-,"{'ID': '534M_010.798', 'Name': '534M_010.798'}"
534M_010.797,chr1,921714,924035,-,"{'ID': '534M_010.797', 'Name': '534M_010.797'}"
534M_010.796,chr1,924777,927877,+,"{'ID': '534M_010.796', 'Name': '534M_010.796'}"
534M_010.795,chr1,929081,931461,-,"{'ID': '534M_010.795', 'Name': '534M_010.795'}"
534M_010.794,chr1,932859,936893,+,"{'ID': '534M_010.794', 'Name': '534M_010.794'}"
534M_010.793,chr1,938520,940834,-,"{'ID': '534M_010.793', 'Name': '534M_010.793'}"
534M_010.792,chr1,942354,943078,+,"{'ID': '534M_010.792', 'Name': '534M_010.792'}"
534M_010.791,chr1,949828,954125,-,"{'ID': '534M_010.791', 'Name': '534M_010.791'}"
534M_010.790,chr1,958928,961324,-,"{'ID': '534M_010.790', 'Name': '534M_010.790'}"
534M_010.789,chr1,961863,965532,+,"{'ID': '534M_010.789', 'Name': '534M_010.789'}"
534M_010.788,chr1,967441,969831,-,"{'ID': '534M_010.788', 'Name': '534M_010.788'}"
534M_010.787,chr1,970068,973756,+,"{'ID': '534M_010.787', 'Name': '534M_010.787'}"
534M_010.786,chr1,974954,977239,-,"{'ID': '534M_010.786', 'Name': '534M_010.786'}"
534M_010.785,chr1,978545,978793,-,"{'ID': '534M_010.785', 'Name': '534M_010.785'}"
534M_010.784,chr1,979792,983187,+,"{'ID': '534M_010.784', 'Name': '534M_010.784'}"
534M_010.783,chr1,984776,989365,-,"{'ID': '534M_010.783', 'Name': '534M_010.783'}"
534M_010.782,chr1,992676,994468,+,"{'ID': '534M_010.782', 'Name': '534M_010.782'}"
534M_010.781,chr1,998633,1001750,+,"{'ID': '534M_010.781', 'Name': '534M_010.781'}"
534M_010.780,chr1,1001959,1012228,+,"{'ID': '534M_010.780', 'Name': '534M_010.780'}"
534M_010.779,chr1,1029934,1034910,+,"{'ID': '534M_010.779', 'Name': '534M_010.779'}"
534M_010.778,chr1,1040112,1042439,-,"{'ID': '534M_010.778', 'Name': '534M_010.778'}"
534M_010.777,chr1,1056927,1059925,-,"{'ID': '534M_010.777', 'Name': '534M_010.777'}"
534M_010.776,chr1,1062689,1065027,-,"{'ID': '534M_010.776', 'Name': '534M_010.776'}"
534M_010.775,chr1,1072121,1074812,-,"{'ID': '534M_010.775', 'Name': '534M_010.775'}"
534M_010.774,chr1,1083552,1086650,-,"{'ID': '534M_010.774', 'Name': '534M_010.774'}"
534M_010.773,chr1,1090949,1092323,-,"{'ID': '534M_010.773', 'Name': '534M_010.773'}"
534M_010.772,chr1,1095478,1098126,+,"{'ID': '534M_010.772', 'Name': '534M_010.772'}"
534M_010.771,chr1,1110826,1114728,+,"{'ID': '534M_010.771', 'Name': '534M_010.771'}"
534M_010.770,chr1,1157829,1166619,-,"{'ID': '534M_010.770', 'Name': '534M_010.770'}"
534M_010.769,chr1,1167159,1169893,-,"{'ID': '534M_010.769', 'Name': '534M_010.769'}"
534M_010.768,chr1,1171045,1175246,-,"{'ID': '534M_010.768', 'Name': '534M_010.768'}"
534M_010.767,chr1,1176361,1178548,+,"{'ID': '534M_010.767', 'Name': '534M_010.767'}"
534M_010.766,chr1,1179581,1180438,-,"{'ID': '534M_010.766', 'Name': '534M_010.766'}"
534M_010.765,chr1,1182863,1189666,-,"{'ID': '534M_010.765', 'Name': '534M_010.765'}"
534M_010.764,chr1,1192050,1192661,+,"{'ID': '534M_010.764', 'Name': '534M_010.764'}"
534M_010.763,chr1,1194206,1197155,+,"{'ID': '534M_010.763', 'Name': '534M_010.763'}"
534M_010.762,chr1,1197826,1200038,-,"{'ID': '534M_010.762', 'Name': '534M_010.762'}"
534M_010.761,chr1,1209689,1214075,-,"{'ID': '534M_010.761', 'Name': '534M_010.761'}"
534M_010.760,chr1,1228197,1228673,-,"{'ID': '534M_010.760', 'Name': '534M_010.760'}"
534M_010.759,chr1,1234066,1234503,-,"{'ID': '534M_010.759', 'Name': '534M_010.759'}"
534M_010.758,chr1,1235803,1241101,-,"{'ID': '534M_010.758', 'Name': '534M_010.758'}"
534M_010.757,chr1,1243408,1247076,+,"{'ID': '534M_010.757', 'Name': '534M_010.757'}"
534M_010.756,chr1,1249344,1253072,+,"{'ID': '534M_010.756', 'Name': '534M_010.756'}"
534M_010.755,chr1,1260809,1261965,+,"{'ID': '534M_010.755', 'Name': '534M_010.755'}"
534M_010.754,chr1,1264985,1266088,+,"{'ID': '534M_010.754', 'Name': '534M_010.754'}"
534M_010.753,chr1,1275085,1276002,+,"{'ID': '534M_010.753', 'Name': '534M_010.753'}"
534M_010.752,chr1,1312500,1312790,+,"{'ID': '534M_010.752', 'Name': '534M_010.752'}"
534M_010.751,chr1,1326243,1326452,+,"{'ID': '534M_010.751', 'Name': '534M_010.751'}"
534M_010.750,chr1,1326798,1330838,-,"{'ID': '534M_010.750', 'Name': '534M_010.750'}"
534M_010.749,chr1,1339152,1340149,+,"{'ID': '534M_010.749', 'Name': '534M_010.749'}"
534M_010.748,chr1,1341784,1343378,-,"{'ID': '534M_010.748', 'Name': '534M_010.748'}"
534M_010.747,chr1,1346060,1347047,-,"{'ID': '534M_010.747', 'Name': '534M_010.747'}"
534M_010.746,chr1,1348172,1349715,+,"{'ID': '534M_010.746', 'Name': '534M_010.746'}"
534M_010.745,chr1,1350802,1351383,-,"{'ID': '534M_010.745', 'Name': '534M_010.745'}"
534M_010.744,chr1,1353930,1354490,-,"{'ID': '534M_010.744', 'Name': '534M_010.744'}"
534M_010.743,chr1,1357556,1358320,-,"{'ID': '534M_010.743', 'Name': '534M_010.743'}"
534M_010.742,chr1,1360240,1360995,-,"{'ID': '534M_010.742', 'Name': '534M_010.742'}"
534M_010.741,chr1,1363118,1363405,+,"{'ID': '534M_010.741', 'Name': '534M_010.741'}"
534M_010.740,chr1,1366280,1367029,-,"{'ID': '534M_010.740', 'Name': '534M_010.740'}"
534M_010.739,chr1,1368899,1373607,-,"{'ID': '534M_010.739', 'Name': '534M_010.739'}"
534M_010.738,chr1,1376060,1376617,-,"{'ID': '534M_010.738', 'Name': '534M_010.738'}"
534M_010.737,chr1,1378205,1378762,-,"{'ID': '534M_010.737', 'Name': '534M_010.737'}"
534M_010.736,chr1,1381241,1386490,+,"{'ID': '534M_010.736', 'Name': '534M_010.736'}"
534M_010.735,chr1,1387521,1389594,+,"{'ID': '534M_010.735', 'Name': '534M_010.735'}"
534M_010.734,chr1,1392043,1394495,+,"{'ID': '534M_010.734', 'Name': '534M_010.734'}"
534M_010.733,chr1,1408339,1409061,-,"{'ID': '534M_010.733', 'Name': '534M_010.733'}"
534M_010.732,chr1,1417320,1419186,+,"{'ID': '534M_010.732', 'Name': '534M_010.732'}"
534M_010.731,chr1,1423496,1425292,-,"{'ID': '534M_010.731', 'Name': '534M_010.731'}"
534M_010.730,chr1,1426277,1431013,+,"{'ID': '534M_010.730', 'Name': '534M_010.730'}"
534M_010.729,chr1,1435705,1439902,+,"{'ID': '534M_010.729', 'Name': '534M_010.729'}"
534M_010.728,chr1,1446445,1448857,+,"{'ID': '534M_010.728', 'Name': '534M_010.728'}"
534M_010.727,chr1,1449707,1462449,+,"{'ID': '534M_010.727', 'Name': '534M_010.727'}"
534M_010.726,chr1,1483380,1490244,-,"{'ID': '534M_010.726', 'Name': '534M_010.726'}"
534M_010.725,chr1,1499068,1501405,+,"{'ID': '534M_010.725', 'Name': '534M_010.725'}"
534M_010.724,chr1,1503364,1505712,-,"{'ID': '534M_010.724', 'Name': '534M_010.724'}"
534M_010.723,chr1,1510110,1512908,-,"{'ID': '534M_010.723', 'Name': '534M_010.723'}"
534M_010.722,chr1,1516821,1520595,-,"{'ID': '534M_010.722', 'Name': '534M_010.722'}"
534M_010.721,chr1,1520797,1525213,+,"{'ID': '534M_010.721', 'Name': '534M_010.721'}"
534M_010.720,chr1,1525748,1526847,+,"{'ID': '534M_010.720', 'Name': '534M_010.720'}"
534M_010.719,chr1,1528445,1528984,+,"{'ID': '534M_010.719', 'Name': '534M_010.719'}"
534M_010.718,chr1,1530946,1534024,+,"{'ID': '534M_010.718', 'Name': '534M_010.718'}"
534M_010.717,chr1,1546437,1551490,+,"{'ID': '534M_010.717', 'Name': '534M_010.717'}"
534M_010.716,chr1,1561745,1563069,-,"{'ID': '534M_010.716', 'Name': '534M_010.716'}"
534M_010.715,chr1,1574948,1576576,-,"{'ID': '534M_010.715', 'Name': '534M_010.715'}"
534M_010.714,chr1,1578333,1581278,+,"{'ID': '534M_010.714', 'Name': '534M_010.714'}"
534M_010.713,chr1,1581897,1583043,-,"{'ID': '534M_010.713', 'Name': '534M_010.713'}"
534M_010.712,chr1,1584097,1588687,-,"{'ID': '534M_010.712', 'Name': '534M_010.712'}"
534M_010.711,chr1,1591705,1602656,+,"{'ID': '534M_010.711', 'Name': '534M_010.711'}"
534M_010.710,chr1,1613493,1614910,+,"{'ID': '534M_010.710', 'Name': '534M_010.710'}"
534M_010.709,chr1,1629077,1631575,-,"{'ID': '534M_010.709', 'Name': '534M_010.709'}"
534M_010.708,chr1,1648374,1649389,+,"{'ID': '534M_010.708', 'Name': '534M_010.708'}"
534M_010.707,chr1,1661593,1661886,-,"{'ID': '534M_010.707', 'Name': '534M_010.707'}"
534M_010.706,chr1,1664796,1671328,-,"{'ID': '534M_010.706', 'Name': '534M_010.706'}"
534M_010.705,chr1,1676384,1676767,-,"{'ID': '534M_010.705', 'Name': '534M_010.705'}"
534M_010.704,chr1,1689451,1693643,+,"{'ID': '534M_010.704', 'Name': '534M_010.704'}"
534M_010.703,chr1,1696311,1696781,+,"{'ID': '534M_010.703', 'Name': '534M_010.703'}"
534M_010.702,chr1,1703337,1703861,-,"{'ID': '534M_010.702', 'Name': '534M_010.702'}"
534M_010.701,chr1,1710377,1710808,-,"{'ID': '534M_010.701', 'Name': '534M_010.701'}"
534M_010.700,chr1,1722564,1722956,-,"{'ID': '534M_010.700', 'Name': '534M_010.700'}"
534M_010.699,chr1,1729978,1730505,+,"{'ID': '534M_010.699', 'Name': '534M_010.699'}"
534M_010.698,chr1,1737389,1737733,-,"{'ID': '534M_010.698', 'Name': '534M_010.698'}"
534M_010.697,chr1,1738091,1739107,+,"{'ID': '534M_010.697', 'Name': '534M_010.697'}"
534M_010.696,chr1,1745397,1748384,+,"{'ID': '534M_010.696', 'Name': '534M_010.696'}"
534M_010.695,chr1,1748815,1749733,-,"{'ID': '534M_010.695', 'Name': '534M_010.695'}"
534M_010.694,chr1,1751491,1751985,-,"{'ID': '534M_010.694', 'Name': '534M_010.694'}"
534M_010.693,chr1,1756037,1759672,+,"{'ID': '534M_010.693', 'Name': '534M_010.693'}"
534M_010.692,chr1,1762626,1763351,-,"{'ID': '534M_010.692', 'Name': '534M_010.692'}"
534M_010.691,chr1,1767319,1769022,-,"{'ID': '534M_010.691', 'Name': '534M_010.691'}"
534M_010.690,chr1,1772269,1773011,+,"{'ID': '534M_010.690', 'Name': '534M_010.690'}"
534M_010.689,chr1,1780642,1782448,-,"{'ID': '534M_010.689', 'Name': '534M_010.689'}"
534M_010.688,chr1,1793029,1793832,-,"{'ID': '534M_010.688', 'Name': '534M_010.688'}"
534M_010.687,chr1,1804083,1808299,-,"{'ID': '534M_010.687', 'Name': '534M_010.687'}"
534M_010.686,chr1,1859552,1862742,+,"{'ID': '534M_010.686', 'Name': '534M_010.686'}"
534M_010.685,chr1,1863858,1864442,-,"{'ID': '534M_010.685', 'Name': '534M_010.685'}"
534M_010.684,chr1,1869483,1874021,+,"{'ID': '534M_010.684', 'Name': '534M_010.684'}"
534M_010.683,chr1,1875226,1881007,+,"{'ID': '534M_010.683', 'Name': '534M_010.683'}"
534M_010.682,chr1,1882347,1883716,+,"{'ID': '534M_010.682', 'Name': '534M_010.682'}"
534M_010.681,chr1,1888562,1890192,+,"{'ID': '534M_010.681', 'Name': '534M_010.681'}"
534M_010.680,chr1,1893923,1896087,+,"{'ID': '534M_010.680', 'Name': '534M_010.680'}"
534M_010.679,chr1,1899640,1902008,+,"{'ID': '534M_010.679', 'Name': '534M_010.679'}"
534M_010.678,chr1,1905737,1908307,+,"{'ID': '534M_010.678', 'Name': '534M_010.678'}"
534M_010.677,chr1,1917131,1920444,+,"{'ID': '534M_010.677', 'Name': '534M_010.677'}"
534M_010.676,chr1,1925567,1925806,-,"{'ID': '534M_010.676', 'Name': '534M_010.676'}"
534M_010.675,chr1,1930950,1932825,+,"{'ID': '534M_010.675', 'Name': '534M_010.675'}"
534M_010.674,chr1,1935037,1937715,-,"{'ID': '534M_010.674', 'Name': '534M_010.674'}"
534M_010.673,chr1,1940869,1943073,-,"{'ID': '534M_010.673', 'Name': '534M_010.673'}"
534M_010.672,chr1,1948159,1948896,+,"{'ID': '534M_010.672', 'Name': '534M_010.672'}"
534M_010.671,chr1,1951178,1951723,-,"{'ID': '534M_010.671', 'Name': '534M_010.671'}"
534M_010.670,chr1,1952775,1953293,+,"{'ID': '534M_010.670', 'Name': '534M_010.670'}"
534M_010.669,chr1,1954188,1954640,+,"{'ID': '534M_010.669', 'Name': '534M_010.669'}"
534M_010.668,chr1,1962175,1962675,+,"{'ID': '534M_010.668', 'Name': '534M_010.668'}"
534M_010.667,chr1,1966070,1966519,-,"{'ID': '534M_010.667', 'Name': '534M_010.667'}"
534M_010.666,chr1,1974795,1975247,-,"{'ID': '534M_010.666', 'Name': '534M_010.666'}"
534M_010.665,chr1,1977701,1978463,+,"{'ID': '534M_010.665', 'Name': '534M_010.665'}"
534M_010.664,chr1,1981385,1981855,-,"{'ID': '534M_010.664', 'Name': '534M_010.664'}"
534M_010.663,chr1,1984342,1994684,-,"{'ID': '534M_010.663', 'Name': '534M_010.663'}"
534M_010.662,chr1,1995796,1996569,-,"{'ID': '534M_010.662', 'Name': '534M_010.662'}"
534M_010.661,chr1,1999083,2000746,-,"{'ID': '534M_010.661', 'Name': '534M_010.661'}"
534M_010.660,chr1,2002274,2003131,-,"{'ID': '534M_010.660', 'Name': '534M_010.660'}"
534M_010.659,chr1,2003730,2008285,-,"{'ID': '534M_010.659', 'Name': '534M_010.659'}"
534M_010.658,chr1,2010168,2012293,+,"{'ID': '534M_010.658', 'Name': '534M_010.658'}"
534M_010.657,chr1,2013561,2013875,-,"{'ID': '534M_010.657', 'Name': '534M_010.657'}"
534M_010.656,chr1,2014659,2015351,+,"{'ID': '534M_010.656', 'Name': '534M_010.656'}"
534M_010.655,chr1,2019687,2020469,+,"{'ID': '534M_010.655', 'Name': '534M_010.655'}"
534M_010.654,chr1,2022164,2024577,+,"{'ID': '534M_010.654', 'Name': '534M_010.654'}"
534M_010.653,chr1,2034404,2039492,+,"{'ID': '534M_010.653', 'Name': '534M_010.653'}"
534M_010.652,chr1,2045745,2049252,+,"{'ID': '534M_010.652', 'Name': '534M_010.652'}"
534M_010.651,chr1,2050745,2050963,+,"{'ID': '534M_010.651', 'Name': '534M_010.651'}"
534M_010.650,chr1,2054486,2062129,+,"{'ID': '534M_010.650', 'Name': '534M_010.650'}"
534M_010.649,chr1,2064920,2067172,-,"{'ID': '534M_010.649', 'Name': '534M_010.649'}"
534M_010.648,chr1,2067965,2068213,+,"{'ID': '534M_010.648', 'Name': '534M_010.648'}"
534M_010.647,chr1,2068925,2072758,+,"{'ID': '534M_010.647', 'Name': '534M_010.647'}"
534M_010.646,chr1,2074951,2078259,+,"{'ID': '534M_010.646', 'Name': '534M_010.646'}"
534M_010.645,chr1,2123926,2125387,+,"{'ID': '534M_010.645', 'Name': '534M_010.645'}"
534M_010.644,chr1,2127426,2130149,+,"{'ID': '534M_010.644', 'Name': '534M_010.644'}"
534M_010.643,chr1,2135231,2135818,-,"{'ID': '534M_010.643', 'Name': '534M_010.643'}"
534M_010.642,chr1,2140286,2143860,+,"{'ID': '534M_010.642', 'Name': '534M_010.642'}"
534M_010.641,chr1,2145091,2149730,+,"{'ID': '534M_010.641', 'Name': '534M_010.641'}"
534M_010.640,chr1,2150759,2153251,+,"{'ID': '534M_010.640', 'Name': '534M_010.640'}"
534M_010.639,chr1,2155182,2157243,-,"{'ID': '534M_010.639', 'Name': '534M_010.639'}"
534M_010.638,chr1,2163284,2164770,+,"{'ID': '534M_010.638', 'Name': '534M_010.638'}"
534M_010.637,chr1,2166396,2169142,-,"{'ID': '534M_010.637', 'Name': '534M_010.637'}"
534M_010.636,chr1,2171412,2172598,+,"{'ID': '534M_010.636', 'Name': '534M_010.636'}"
534M_010.635,chr1,2174100,2174417,-,"{'ID': '534M_010.635', 'Name': '534M_010.635'}"
534M_010.634,chr1,2176286,2178403,-,"{'ID': '534M_010.634', 'Name': '534M_010.634'}"
534M_010.633,chr1,2182001,2182285,+,"{'ID': '534M_010.633', 'Name': '534M_010.633'}"
534M_010.632,chr1,2185414,2191690,+,"{'ID': '534M_010.632', 'Name': '534M_010.632'}"
534M_010.631,chr1,2193599,2193901,-,"{'ID': '534M_010.631', 'Name': '534M_010.631'}"
534M_010.630,chr1,2200210,2200898,-,"{'ID': '534M_010.630', 'Name': '534M_010.630'}"
534M_010.629,chr1,2211732,2213246,+,"{'ID': '534M_010.629', 'Name': '534M_010.629'}"
